Muestreo	Area_dialecta	COSERID	EjemploID	Ejemplo	Tipo	Pron_reflexivo	Verbo	Sdo_tipic_refl	Tipo_semantico	Tipo_sintactico	Compl_direccion	Anim_CD	Aspectualidades	Tipo_dativo	Presencia_del_dativo	Persona_verbal	Animacion_sujeto
No exhaustivo	Resto	204	204168	Sí, vino Flores] a traerla.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	204	204189	"dice: ""Muchacho, ahí hay una, que trae una… No sé si serán novios"", dice. "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	NA	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204214	"Tenía la esposa, y al terminar la muchacha de fregar: ""Hala, pues, tráete un, un cantarico de agua de…"	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
No exhaustivo	Resto	204	204218	"Digo: ""[A-PIn: Ve(s=0)te] y yo te traeré el agua"". "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	1sg	Humano
No exhaustivo	Resto	204	204323	y, y los traía el encargao, los traía casa del Pelao. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	NA	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	204	204324	y, y los traía el encargao, los traía casa del Pelao. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	NA	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	204	204327	Ellos traen sus bocadillos y sus cosas… 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	204	204347	"Y le dijo: ""Si me lo trae usted a Albacete le voto, si no, no le voto"". "	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Humano	Pronombre	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	204	204463	"Trae una rubia y le digo ahí a, a todos los compañeros [A-PIn: ""¡Ma(0=dr)e mía! Este tío, que tía trae!""] "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204467	"y dice, ""¿De qué?"", y yo, ""Me cago en la mar,"" y digo: ""que cada semana que traes una, traes una para… [OTRAS-EM] la mejoría"". Aquel día era su mujer. "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	2sg	Humano
No exhaustivo	Resto	204	204468	"y dice, ""¿De qué?"", y yo, ""Me cago en la mar,"" y digo: ""que cada semana que traes una, traes una para… [OTRAS-EM] la mejoría"". Aquel día era su mujer. "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	2sg	Humano
No exhaustivo	Resto	204	204477	Pero ya ves ¡qué, qué casualidad, hombre, entre tantas como trajo tenerle que decir eso [A-Inn] la mujer. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204482	Hasta que me jubilé: ya no trajo ninguna. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204485	Como cada vez traía una, cómo iba a pensar yo que… 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204487	"cuando traía una… [OTRAS-EM] ""Aquí le presento a una amiga"", por ejemplo… Pero si él dice: ""Aquí te presento a mi mujer""…"	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204615	¿Deporte? Ahora el otro día me trajo mi hijo el pe-, el periódico. ¿Cómo se llama eso? ¿Trilialón?	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	204	204623	"No, no le dejan, no. No, además están sus, sus primos, los dos que cuando van a la piscina [A-Inn] alguno: ""¿Que hoy te trae este?"" """	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204628	El amo no tenía familia, don Alejandro], un hombre [A-Inn], allí en la plaza, [A-PIn: que es el] que trajo y le dejó a los sobrinos… 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	NA	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204665	Porque estuvo cinco o seis días muerto por ahí y no lo trajeron hasta…	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	204	204750	Si no se muere… Al campo se lo trajo… él, como [A-PIn: era… Es que este…]	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	204	204751	El de Cuatro Vientos lo trajo él, como tiene la hermana, la hermana esa que tienen, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	204	204773	Y, y había uno que era el amo de Rosines] y es el que traía cuando hacían las comilonas [A-Inn] y t(o=odo) eso. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	204	204775	[ostras] Le traía, le traía… Yo tengo una historia, me cago en la… Me traía, [A-Inn] no sé, me traía todo, [A-Inn] barato, claro. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	204	204776	[ostras] Le traía, le traía… Yo tengo una historia, me cago en la… Me traía, [A-Inn] no sé, me traía todo, [A-Inn] barato, claro. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	204	204777	[ostras] Le traía, le traía… Yo tengo una historia, me cago en la… Me traía, [A-Inn] no sé, me traía todo, [A-Inn] barato, claro. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	204	204780	Venían dos [A-Inn] de Galicia y traían unos centollos	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	211	211083	[su padre] Traíamos la uva y lo pisaba. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1pl	Humano
Exhaustivo	Resto	211	211100	Antes traían de Alatoz, venían… como allí haci- | -bía aceite, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo		NA	3pl	Humano
Exhaustivo	Resto	211	211103	pos venía mucha gente trayendo jabón y se llevaban patatas.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo		NA	3sg	Humano
Exhaustivo	Resto	211	211172	Cuatro músicos que había.  Poca gente, luego ya empezaron a traer de fuera. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Humano	Nulo		NA	3pl	Humano
Exhaustivo	Resto	211	211182	Me están preguntando |las ha traído tu madre 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	211	211244	enganchaba el carro y las dos mulas y s'iban a Andalu-, Andalucía a traerse el aceite.	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	211	211301	el que le tiene la promesa la trae y la adorna y la deja ya adorná y ese, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	211	211447	I3: Aquí no traían. 	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Inanimado	Nulo		NA	3pl	Humano
Exhaustivo	Resto	211	211448	No traían nada. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	nada		NA	3pl	Humano
Exhaustivo	Resto	211	211451	una caja de sardinetas cuando la (treyan=traían) y… claro… pos se tiraba la gente. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	211	211524	I3: luego, por no traer tanto peso, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	tanto		NA	NA	Humano
No exhaustivo	Resto	214	214007	[la silla] Sí, tráetela, que [A-Nul]. 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	2sg	Humano
No exhaustivo	Resto	214	214043	El trabajo del campo, de la | el riego, huerta de riego, que hay mucha, pero cuando llega lo de aquí ya no vale na lo que traen de por ahí fuera [A-Inn]. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	214	214044	Poque ara mismo'stán trayendo de por ahí los invernaderos y todo eso y cobran un precio caro 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	214	214163	Eh, ara mismo un amigo trae a otro amigo, la novia del amigo… 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	214	214182	[A-Inn] Hay un corral, y los traen andando, pero de lejos. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	214	214183	Y entoces vienen caballos, que traen muchos caballos, y entoces vienen unos pocos delante y otros pocos detrás. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	SD		NA	3pl	Humano
No exhaustivo	Resto	222	222224	Placeao; sabe mucho, este. Este de compañeras, nada. Aquí no trae ni una siquiera. 	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Animal	SD		NA	3sg	Humano
No exhaustivo	Resto	222	222261	Lo hacían las mujeres pero… el horno nuestro y la leña íbamos al campo y la traíamos. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	222	222377	Me llevaban y me traían y hasta me invitaban y to, mi hijo. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	404	404019	[al cerdo] No, lo traían ya matao. 	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Animal	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	404	404091	"Y él estaba en to ese fango que lo  [A-Inn] y dice: ""No, aquí a la casa no traigáis ninguna"". "	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	2pl	Humano
Exhaustivo	Resto	404	404313	Pero teníamos que traerla a cuestas.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1pl	Humano
Exhaustivo	Resto	404	404314	[agua] y pa, pa to había que traerla.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	404	404333	[la leña] Pos mi marido la traía. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	404	404356	"el de mi hija, ayer mismo dice: ""Abuela, ¿te traigo un polo?"" "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	1sg	Humano
Exhaustivo	Resto	404	404443	y cuando quedó ella sola me la traje yo aquí y aquí se murió.	Verbo se	Sí	traer		Movimiento	Transitivo	Adverbio	Humano	Pronombre		NA	1sg	Humano
Exhaustivo	Resto	404	404465	Aquí traían unas más sencillas que era cuando Marisol y Manolo Escobar 	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	404	404466	y to esos los que más traían aquí.  	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	404	404533	[buñuelos] y traemos una barrilla de pan de la panadería y un poquillo de levadura de esa. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1pl	Humano
Exhaustivo	Resto	404	404548	[un pájaro que tiene] Eso es de la nieta que lo trajo de Almería.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Animal	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	404	404623	Eso lo cogían ellos y ya te lo traían molío. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre	Destinatario	Sí	3pl	Humano
Exhaustivo	Resto	404	404774	"y digo: ""Yo no traigo, que me den unas."" "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo		NA	1sg	Humano
Exhaustivo	Resto	609	609032	[la cebolla de matanza] I1: ¿Se la traigo para que la vea? I2: Tráela, que esta las vende.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	2sg	Humano
Exhaustivo	Resto	609	609306	No, hombre, ahora va una máquina y la tierra misma ya saca la cebada limpia ya lo echas en, en, te lo echan en un remolque, te lo traen lo poco que sea y ya lo secas un poco si estaba verde, y ya lo metes en sacos y ya está	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre	Destinatario	Sí	3pl	Humano
Exhaustivo	Resto	609	609371	[los zapatos] Eran las tiendas, los traían hechos como ahora. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	609	609374	No, porque ya no traen eso la, ya toda la gente pues nos salimos bien a Medina del Campo o Arévalo o a Salamanca por áhi o sea que ya no, aquí compran poco. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	609	609381	¿La lana?, pues aquí en las tiendas tenían, las traían, y aquí lo comprábamos. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	614	614224	[las jaras] No, no, lo arrancaban con un azadón muy grande, lo arrancaban y, tal vez, se traían el ramo entero. Grande, le traían en el carro. 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	723	723054	Si llovía mucho pues a lo mejó se podían poné... que traen por ahí... | 	Verbo se	No	traer		Movimiento	Transitivo	Cprep por	Inanimado	Interrumpido		NA	3pl	Humano
No exhaustivo	Resto	723	723101	Bueno, pues... aquí no, aquí le quemaban con unos mató que traían del campo, que se criaban matojos, decían ellos. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	723	723182	a ver que... el que los había cogío primero los costales, pa traerlos a la prensa. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	723	723215	Y de ahí [A-PIn: ya mos] | hacíamos bollas de chicharrones que decíamos... que este año las hemos hecho nosotros, porque mi prima nos los ha traío, que dice que ella no los quería. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	723	723233	Tenía los mantecaos, tenía galletas, tenía madalenas, to eso lo trae la chica que lo vende, de eso que hacemos nosotros, lo mismo. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	723	723235	"Me dice: ""¿Pa qué no hacéis las roscas y me las traes que las venda? Y digo: ""Sí, ahora me vi a pone con ochenta y dos años... a hacer las roscas, pa venderlas..."""	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre	Destinatario	Sí	2sg	Humano
No exhaustivo	Resto	723	723253	Aquí como, así llanito el horno, le hacían así, redondo y ponían aquí baldosas, le ponían de baldosa; debajo echaban un poquito de... picón, que aquí traíamos picón pa'l brasero 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo		NA	1pl	Humano
No exhaustivo	Resto	723	723291	Bueno, pues esa masa la traía¿n?, calentaban una poquita d'agua caliente y la deshacían ese poquita de masa y hacían una ludia más grande... 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3	Humano
No exhaustivo	Resto	723	723348	el muchacho la cogía y la llevaba ande tenían los..., los costales los hombres, pa llenar los costales y salir con [A-PIn: la cesta] a traerlas pa abajo, en esas cuadrillas grandes, ande yo estaba, que iba yo cuando era... | 	Verbo se	No	traer		Movimiento	Transitivo	Cprep para	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	723	723350	y luego... la mujer cogía de un lao el esportón y mi hermana ya cuando fue más grande, jarraba cada una del esportón, la llevábamos ande estaba los costales y le llenábamos el costal pa traerlas cuando nos veníamos, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	723	723380	Entonces, sí, se llenaban los bailes, en las fiestas, en el carnaval, en esos días traía mu buena música, esta gente de aquí de mi pueblo... se esmeraba mucho pa eso. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo		NA	NA	Humano
No exhaustivo	Resto	723	723381	Cuando llegaba la cruz traían unas orquesta por to lo alto, un acordeón que entonces es lo que traían, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3pl	Humano
No exhaustivo	Resto	723	723382	Cuando llegaba la cruz traían unas orquesta por to lo alto, un acordeón que entonces es lo que traían, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	723	723383	Traían un acordeón, un saxofón y uno... | una batería de esas, bueno, pues eso era lo que traían, a lo mejó, venían dos saxofones o una corneta..., en fin. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	723	723384	Traían un acordeón, un saxofón y uno... | una batería de esas, bueno, pues eso era lo que traían, a lo mejó, venían dos saxofones o una corneta..., en fin. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	723	723402	"Y pues así que ""¿y qué traes entre manos que te quieres ir tan pronto?"", me decía el chico. Digo: ""Pues yo, ya estoy cansá de estar aquí"". "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	qué		NA	2sg	Humano
No exhaustivo	Resto	723	723408	yo tenía un malestar por aquí por to esto del muslo, cuando vine traía unas ronchas como la planta la mano, [A-Inn] uhm, cuando vine a casa, venía que ardía 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1sg	Humano
No exhaustivo	Resto	723	723461	yo le vía por la noche un ratillo, pero mu poco, que él cogía sus bestias y se iba al prao pa traerse el | iban a segar y luego se traía sus bestias cargás [A-PIn: con las mieses al,] a las eras, 	Verbo se	Sí	traer		Movimiento	Transitivo	Interrumpido	NA	SD		NA	3sg	Humano
No exhaustivo	Resto	723	723462	yo le vía por la noche un ratillo, pero mu poco, que él cogía sus bestias y se iba al prao pa traerse el | iban a segar y luego se traía sus bestias cargás [A-PIn: con las mieses al,] a las eras, 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Animal	SD		NA	3sg	Humano
No exhaustivo	Resto	723	723464	y yo le vía por la noche una miaja, no te creas, y estuvo cuarenta y s-... | dos días, cuarenta y cinco días, trajo de permiso, eso, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
No exhaustivo	Resto	723	723602	Con el aceite de la prensa que traían gordo, que decía.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	723	723604	Eso lo traían en los cántaros | ya cuando acababan de traer que ya acababa de s- | que ya empezaba a salir oscuro, lo traían aparte y lo echaba la gente en una caldera o en unos baños grandes que luego según la gente lo que tuviera, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo		NA	3pl	Humano
No exhaustivo	Resto	723	723605	Eso lo traían en los cántaros | ya cuando acababan de traer que ya acababa de s- | que ya empezaba a salir oscuro, lo traían aparte y lo echaba la gente en una caldera o en unos baños grandes que luego según la gente lo que tuviera, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	723	723606	Eso lo traían en los cántaros | ya cuando acababan de traer que ya acababa de s- | que ya empezaba a salir oscuro, lo traían aparte y lo echaba la gente en una caldera o en unos baños grandes que luego según la gente lo que tuviera, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	723	723693	El otro día la lleve, la botella y me la traje después que bebí¿mos?. 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1sg	Humano
No exhaustivo	Resto	723	723726	El Paramijo traía unos cuentos, se los leíamos a las muchachas cuando chicas. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Inanimado
No exhaustivo	Resto	723	723730	Cuando llega allí los da y cuando viene a casa le dice el hombre, le traía una carta que muchas gracias por las manzanas, que tal, si le había llevao doce pues quearon más que once, la otra decía él que un papel, un papel que lo había visto, que lo había visto un papel. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	723	723736	Pero hay muchos cuentos mu bonitos, a mí me gustaba de leerlos, de que traían esas cosas [A-Inn] dichos traía... ¡Bueno! 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Inanimado
No exhaustivo	Resto	723	723737	Pero hay muchos cuentos mu bonitos, a mí me gustaba de leerlos, de que traían esas cosas [A-Inn] dichos traía... ¡Bueno! 	Verbo se	No	traer		Movimiento	Transitivo	Interrumpido	Inanimado	Interrumpido		NA	3sg	Inanimado
No exhaustivo	Resto	723	723739	Con unas letras mu gordas que traía y se leía mu bien, que esos otros que te digo de Calleja esos no, esos eran unos libritos así, chiquititos y traían un cuento cada uno. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Inanimado
No exhaustivo	Resto	723	723740	Ese traía de muchas maneras.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo		NA	3sg	Inanimado
No exhaustivo	Resto	723	723746	Y l'ha traído hoy porque venía la chica esa, a la boda. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	726	726089	La cooperativa trabaja pa'l Corte Inglés y algunas tiendas así más chicas que le traen la ropa pa, pa rematársela a ellos, pa arreglársela. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	726	726185	Una vol- plaza po(h=r)tátil que trajeron. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	726	726335	"Luego ya cuando, cuando ya éramos mayorcitas ¿no? pos ya nos enseñaba la maestra: ""Tenéis que traer que (los=os) voy a enseñ(á=ar) a cos(é=er), a cos(é=er)"". "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo		NA	2pl	Humano
Exhaustivo	Resto	726	726336	Traímos unos hilitos de col(ó=or) y allí nos enseñaban un poquito a hacer cualquier cosita bord(á=ada), cualquier cosita nos enseñaba la, la maestra. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1pl	Humano
No exhaustivo	Resto	728	728029	Pues si es un matadero y es una industria pues tonces ya a lo mejor ya lo hacen... como sea, yo no sé cómo lo harán, yo creo que ma- | van a mat(á=ar) los cerdos a | fuera a lo- | a donde sea y de- después traen ya las cosas y lo hacen en casa, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	728	728030	[su familia, no es genérico] lo matamos en el campo, le quitamos todo lo más sucio y luego ya nos lo traemos pa acá y aquí lo hacemos 	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep para	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	728	728091	Y, y entonces, pues de ahí teníamos que traer el agua que nos hacía falta a las casas. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	1pl	Humano
No exhaustivo	Resto	728	728100	las tendíamos luego en las paredes o en do- donde podíamos por allí hasta que se secaba y si se secaba las doblábamos, las entrábamos en los costales y nos los traíamos pa arriba 	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep para	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	728	728166	No es como, claro, como una naranja que tú te comes, una naranja de estas naves tan ricas, traerán lo que traiga pero esta mejó.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Inanimado
No exhaustivo	Resto	728	728167	No es como, claro, como una naranja que tú te comes, una naranja de estas naves tan ricas, traerán lo que traiga pero esta mejó.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Inanimado
No exhaustivo	Resto	728	728221	luego cada uno se lo traía a su casa y lo vendíamos ahí fuera, en el zaguán ese, en la entradita, la entradita de la casa, ahí era el mostradó y ahí se despachaba la carne, nosotros y otros más que había, ¿no?, que había más carniceros en el pueblo. 	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	728	728276	Pero ahora no, ahora ponen casetas y todo como si fuera una feria, ponen casetas, está mu bonito, sí, traen orquestas y traen de todo y, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Desnudo		NA	3pl	Humano
No exhaustivo	Resto	728	728277	Pero ahora no, ahora ponen casetas y todo como si fuera una feria, ponen casetas, está mu bonito, sí, traen orquestas y traen de todo y, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Partitivo		NA	3pl	Humano
No exhaustivo	Resto	728	728291	La traen a la a la Virgen, la traemos de allí de la ermita, le hacemos la novena, la traemos el quince de agosto y luego hasta el doce de septiembre que es su, su día, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Humano	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	728	728292	La traen a la a la Virgen, la traemos de allí de la ermita, le hacemos la novena, la traemos el quince de agosto y luego hasta el doce de septiembre que es su, su día, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	728	728293	La traen a la a la Virgen, la traemos de allí de la ermita, le hacemos la novena, la traemos el quince de agosto y luego hasta el doce de septiembre que es su, su día, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	728	728302	Pero acá antes siempre también había, siempre traían una orquesta de fuera pa los días de las fiestas. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3pl	Humano
No exhaustivo	Resto	728	728427	Si venís de Zafra, pos esa carretera que traéis vosotros, ¿eh? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2pl	Humano
No exhaustivo	Resto	728	728466	allá arriba, allí traen una orquesta también y dan bailes y, y luego se presentan mm, a concurso la, las comparsas y las- 	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Humano	SD		NA	3pl	Humano
