Muestreo	Area_dialecta	COSERID	EjemploID	Ejemplo	Tipo	Pron_reflexivo	Verbo	Sdo_tipic_refl	Tipo_semantico	Tipo_sintactico	Compl_direccion	Anim_CD	Aspectualidades	Tipo_dativo	Presencia_del_dativo	Persona_verbal	Animacion_sujeto
No exhaustivo	Resto	1603	1603093	E2: ¿Se atendía a todo el mundo por igual o había algunos que tenían...? I: Pos hombre yo me creo, yo no me ha ocurrido porque a mí me han tratao bien, ya le digo, que yo en mi caso no es pero siempre ha habido exceciones y las habrá.	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	NA		NA	1sg	Humano
No exhaustivo	Resto	1603	1603147	[sus padres] Sí, mal, y se irían sin ver el mundo por un agujero ¿Qué te crees? Sí mi padre es de aquí.	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2sg	Humano
No exhaustivo	Resto	1603	1603148	Yo me he creído que... como estamos ya de votaciones. [RISAS]	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	1607	1607147	[de viaje] Pues...antiguamente no se iba nadie, luego ya en mis épocas ya, se iba la gente al viaje, pero no creas que fuera de España no, 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	1607	1607380	Eh...mi Mari, mi Mari no está ahora, no, yo es que creí que venían buscando alguna cosilla de | y como van a hacer…   	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	1607	1607657	"digo ""uy, a ver si te crees que va a ser empezar a escribir y ya terminarlo"" digo ""pues, pues no es largo esto""."	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	1834	1834077	[su marido] No quiere que viaje sola, se cree que me voy a ir con otro 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	3sg	Humano
Exhaustivo	Resto	1834	1834464	y los pobreticos tienen ahí a sus hijo pasando hambre y aquí, en Orgiva, pasando hambre, ¿usted se cree que…, que eso puede ser? 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	3sg	Humano
Exhaustivo	Resto	1834	1834633	y mis hijos a…, fuera, mi hijo allí fuera… yo me creí que se iban a venir conmigo 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	1834	1834695	Mu relajaos, que hablan mu… no vayas a creerte que hablan mu…  que algunos…, algunos son unos burros pa hablar… 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
No exhaustivo	Resto	1901	1901008	[cuánto trabajo] Ay ya lo creo. ¡Ay si lo supierais los jóvenes! Y no os lo creeráis.	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	2pl	Humano
No exhaustivo	Resto	1901	1901019	No vayan a creer que es mentira, no se lo creeréis porque sois jóvenes.	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	2pl	Humano
No exhaustivo	Resto	1901	1901086	encima de que venía¿s? sudando, no os creéis que es cuento, no, pues hacer la comida. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2pl	Humano
No exhaustivo	Resto	1902	1902392	"Se cree porque le digo yo soy muy mayor y dice: ""Hala, ¿pa qué dices que eres muy mayor?, si no eres tan mayor""."	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	NA		NA	3sg	Humano
Exhaustivo	Resto	1907	1907038	Pues yo creo que dependía del señor cura que quería que fuéramos a misa, y, claro, el trabajo también había que hacerlo. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	1907	1907142	Pues yo digo que si dependerá de las herbicidas, y antes apenas se echaba herbicida, yo creo que depende de las herbicidas.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	1907	1907215	Pues con caballerías, teníamos que ir a otro pueblo que estaba el médico, le avisábamos y él, él venía con una moto según, y otro si no había moto pues con un caballo venía, no creas que... ¡ojo! 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	1907	1907292	Anda que en el puerto de Rosas cuando estábamos que por allí según oídas, creían entrar los ingleses, 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	3pl	Humano
No exhaustivo	Resto	1921	1921029	Te daban dos gajos y compraban una onza de chocolate y te partían la mitad. Anda, ¿qué te crees?	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2sg	Humano
No exhaustivo	Resto	1921	1921210	Pos nada, echaba el pregón, naranjas a tal precio, ibas a lo mejor por dos reales te llenaban una bolsa de naranjas, pero luego ibas a tu casa y partían una naranja pa dos o tres, no te creas que te daban una entera. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
No exhaustivo	Resto	1921	1921316	También tenía una cocinita de esas de carbón y eso, no te creas, pero bueno, ya tenías tu… no tenía cuarto de baño, tenía un servicio y un lavabo.	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Nulo		NA	2sg	Humano
No exhaustivo	Resto	1921	1921474	No, yo después de todo, no te creas, que era decidida, porque otra no lo hace.	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Nulo		NA	2sg	Humano
Exhaustivo	Resto	2005	2005065	O sea, sí. Y entonces, en nuestros tiempos se pagaba tre-, trece, trece, trece monedas. Creo que es... trece monedas.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2122	2122193	Yo creo que sí. Ahora va menos gente a la iglesia. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2122	2122565	Yo no creo que vayan a quitar las pagas, ¿eh? 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2122	2122804	Yo creo que sos habré servío de utilidad, ¿no?	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
No exhaustivo	Resto	2206	2206081	¡Uy!, el cerdo pa cogerlo, ¿tú sabes que te crees que se quería estar quieto? 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
No exhaustivo	Resto	2206	2206269	I2: Los me-los años ya… ¿Cuántos años te crees que tengo?	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
No exhaustivo	Resto	2206	2206379	[que era virgen] I2: No se lo quiso creer. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	2207	2207322	Pero esta persona hace… los malimponen, les dicen mal y, y, y ya hacen mal, hacen mal…eee… por un cuento, por una mentira que les [A-Inn], se la creen. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	2207	2207325	Se la creen eso. Y… y… y después se dan cuenta, se arrepienten, es verdad. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	2207	2207343	¿Qué te crees tú?	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2sg	Humano
No exhaustivo	Resto	2207	2207553	¡Ah! venían también fotografos aquí en las fiestas. ¿Tú te crees que fiestas había aquí en este pueblo niña?	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
No exhaustivo	Resto	2207	2207632	[de la comida del hotel] To'l día [A-Inn] eso, de lo único que abusaba, ¿qué te crees?, había una maquína, apretabas y te salía nata y yo la nata… me gusta horrores ah. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2sg	Humano
No exhaustivo	Resto	2207	2207665	¿Qué os creéis vosotras? 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2pl	Humano
Exhaustivo	Resto	2229	2229176	Te hacían creer cosas que, que yo, la edad de María, y es que, lo veo la cosa más absurda y más ridícula. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Desnudo		NA	2sg	Humano
Exhaustivo	Resto	2229	2229265	Tuvimos que pagar porque nació mu bien, pero si le había hecho falta sangre o lo que había sido no tenías que pagar nada allí, que ahora no sé cómo debe estar ahora eso pero yo creo que está por el estilo. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2229	2229310	Le costó como siete años, no te creas, fíjate. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Nulo		NA	2sg	Humano
Exhaustivo	Resto	2229	2229344	[ajuar] E: A mí eso sí que me interesa porque mis abuelas y… todas sí que lo preparaban y nosotras… nada. I1: Lo creo, lo creo. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	1sg	Humano
Exhaustivo	Resto	2229	2229345	[ajuar] E: A mí eso sí que me interesa porque mis abuelas y… todas sí que lo preparaban y nosotras… nada. I1: Lo creo, lo creo. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	1sg	Humano
Exhaustivo	Resto	2229	2229395	Si nosotras, qué te crees, las mayores eran las que pagábamos el pato, hombre. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2sg	Humano
Exhaustivo	Resto	2229	2229430	¡Ah! ¡Pero sois de Madrid! ¡Yo creía que erais de Huesca! 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2229	2229456	Y yo creo, que si no nos bebiéramos el vaso de leche, nos parece que no almorzamos a ninguno. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2229	2229462	No te creas que ellos… Ellos, no. Ellos solo con… café con leche, ¿cómo es? 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2301	2301249	Sí, entrar no te creas que entraban como ahora una amiga, un amigo, hombre que dentro de eso, yo veo bien el progreso que se ha tomao. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2301	2301268	[a su mujer] Pues, ya ni me acuerdo. Pero yo creo que fue una pulsera. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2301	2301272	Pues a  mí me regaló..., que todavía | yo creo que no me lo puse más que el día que me casé, una botonadura con gemelos de oro, y ese fue, el regalo de pedida. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2301	2301304	Porque ahora veo yo muchachas... Yo creo que en algunas cosas ya... Que un viernes o sábado pues vienen de la discoteca o de donde quieran a las cuatro o las cinco de la mañana. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2301	2301365	Y yo creo que es eso, que entonces pues teníamos... 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2301	2301513	Y ya pues por medio de las cooperativas estas que han hecho a nivel provincial, que por ejemplo, yo creo que en Jaén son cuatro. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1pl	Humano
Exhaustivo	Resto	2301	2301560	"Y los hijos sí han venío y vienen y están aquí y la que dice | y mi padre to su vida decía ""pero vosotros créeis que yo me voy a morir aquí, yo apenas pueda, me voy a mi pueblo"" "	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2pl	Humano
No exhaustivo	Resto	2314	2314138	y decía que no es que no... No me había bajao de la burra, porque me venía viendo las rodillas, ¿usted se cree qué tontería? 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Desnudo		NA	3sg	Humano
No exhaustivo	Resto	2314	2314428	[los euros] ¡Madre mía!, no me diga usted, que yo le digo cacharros ¡eh!, porque me creo que llevo algo en el bolso y luego no llevo na 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
No exhaustivo	Resto	2501	2501093	Asarla y después ya a comerla, a mí no te creas que me hacía mucha... 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
No exhaustivo	Resto	2501	2501143	Ha habido veces que hemos hecho ochenta jamones, no te creas que..., íbamos haciendo y íbamos mandando. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2506	2506194	[la vida de ahora] No creo que cambie esto. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2506	2506295	Claro si te la traen, pero si te la traen de Holanda, pues no sé a cómo la ponían, sí, yo creo que a diez pesetas, porque encima les daban una subvención de seis pesetas y no sé qué. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2506	2506349	[que se salían] No creas, vamos... sí que habría alguno, pero no, no. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Nulo		NA	2sg	Humano
Exhaustivo	Resto	2506	2506369	El médico no, el médico, pa los ventidós años, era médico, el médico hizo dos años en uno y entró, a los dieciséis, en la universidad. No se lo creían. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	2506	2506573	que me canso pronto de rezar ¿eh?, no vayas a creer que con esto ¡eh! 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2506	2506688	yo creo que si a mis padres les hubiese pretao yo creo que sí, ya tenían dos estudiando pero yo creo que sí, yo creo que sí hubiéramos lograo..., que hubiese lograo carrera sí, sí porque podían. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2506	2506689	yo creo que si a mis padres les hubiese pretao yo creo que sí, ya tenían dos estudiando pero yo creo que sí, yo creo que sí hubiéramos lograo..., que hubiese lograo carrera sí, sí porque podían. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2506	2506690	yo creo que si a mis padres les hubiese pretao yo creo que sí, ya tenían dos estudiando pero yo creo que sí, yo creo que sí hubiéramos lograo..., que hubiese lograo carrera sí, sí porque podían. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2506	2506691	yo creo que si a mis padres les hubiese pretao yo creo que sí, ya tenían dos estudiando pero yo creo que sí, yo creo que sí hubiéramos lograo..., que hubiese lograo carrera sí, sí porque podían. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
No exhaustivo	Resto	2512	2512076	Miren ustedes yo no les quiero ofender a nadie, ¿cómo se cree, tú, que me voy a cambiar yo de mi religión a... a la	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	3sg	Humano
No exhaustivo	Resto	2512	2512125	sí tenía el anillo de tal, de... mi familia, pues me caso, sí... a mí me lo regaló Damián, ¿eh? ¿Por qué te crees que me lo he quitado?, el otro día. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
No exhaustivo	Resto	2512	2512194	Mis hijos, ¿tú te crees que en Nestares con la hacienda de su padre iba a mantener siete hijos con carrera? 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2606	2606002	Pero, en Casasola yo creo que lo tomaron a mal. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2606	2606013	Y, ¿y tú crees?, pero ¿qué?, que si se espantaba la gente con aquello.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Nulo		NA	2sg	Humano
Exhaustivo	Resto	2606	2606014	Tengo nietos, [V-Tml] dos nietos, sí, ya lo creo que bien, superior. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2606	2606016	Venga a tocar las cencerras, ¿pero tú crees?	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Nulo		NA	2sg	Humano
Exhaustivo	Resto	2606	2606253	No creais que vos doy veneno, no, 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2pl	Humano
Exhaustivo	Resto	2606	2606271	fíjate, la compré en Gradetes, la digo yo, no creas que es veneno.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2606	2606336	"Digo: ""pero, ¿Y tú crees que nos saldrá?"" "	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2606	2606367	[el vino] No era bueno, yo creo que por eso se dejó también de… 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2614	2614124	[ovejas] Sí, también ordeñan pa hacer queso, pero aquí yo creo que no.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2627	2627065	[el cerdo] Lo lavamos ahora, no creas que entonces. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2627	2627092	[con humedad] Pues no, se estropea. Así que... No creas que todo es.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2627	2627142	Sí, sí, pero, pero era de algodón, no creas que era fuerte. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2627	2627167	Ya veréis cómo se hace la manteca también en los pueblos, creéis que estamos durmiendo todavía.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2pl	Humano
Exhaustivo	Resto	2627	2627284	Eso no es precio, pagan algunos a treinta y tantas pesetas el litro de leche, crees que se puede tirar de la teta y luego pagar el pienso a treinta y tantas pesetas el kilo.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2627	2627292	¿Tú crees que se puede sostener así esto?	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2637	2637207	Pues yo creo que sí, y se morían muchos niños en el mes de agosto, se morían muchos niños, sí.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	2637	2637253	No te creas tú que se andaba por ahí de vagos, no porque como se trabajaba todo el campo pues los niños ya se trabajaba lo que se podía. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2637	2637255	yo ya iba con mi madre a mullir y a todo, siendo una niñina ¡eh! No te creas. 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	Claus		NA	2sg	Humano
Exhaustivo	Resto	2637	2637372	pero compré el abrigo, mi madre me compró el abrigo, pero no tenía para comprarme los zapatos. ¿Qué te crees tú? 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2sg	Humano
Exhaustivo	Resto	2644	2644294	Pero si vosotros lo contáis por ahí a otras personas no lo creen, dicen que: ¡ay, qué cuentos vos contaron aquella gente!	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	2915	2915419	Hombre, las bodas según pudieran, pero de ordinario era un día, pero en las bodas se hacía, ¿qué te crees que era un menú de las bodas?, pues por ejemplo cocido, 	Verbo se	Sí	creer		Cognición	Transitivo	NA	NA	qué		NA	2sg	Humano
Exhaustivo	Resto	310	3100411	Y ahí hierve hasta que, un par de días o tres creo que tiene eso de hacer.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	310	3100414	una cosa así, creo que era, no sé yo si son once o doce litro cada cántaro.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
Exhaustivo	Resto	310	3100668	No, no, sí, ahora, creo yo, ya le digo, antes sí, educación y mejor que ahora.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Nulo		NA	1sg	Humano
Exhaustivo	Resto	310	3100678	[por qué era mejor] Se lo voy a explicar, creo yo. 	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Nulo		NA	1sg	Humano
Exhaustivo	Resto	310	3100681	[maestros] si nos decían algo teníamos que callarnos y hacerlo y hoy en día creo que no.	Verbo se	No	creer		Cognición	Transitivo	NA	NA	Claus		NA	1sg	Humano
